527040,A bunch of birds sitting in a bread basket
527040,Two birds perched on a bread basked on a table
527040,Two finch birds standing next to a basket of bread
527040,Birds are standing in a basket on the table
527040,three birds sitting on a bread basket near a newspaper
335099,"Two small dogs are in front of a black iron gate, one of them looking up at something"
335099,Two dogs outside a fence sniff it
335099,two dogs on the porch peering through  a wrought iron gate
335099,Two brown and white dogs on patio outside of a gate
335099,A pair of dogs looking through a glass barred patio door
368242,a person is flying a kite in a field
368242,The boy is running as he tries to fly his kite
368242,A person running with a kite in the tall grass
368242,A boy is flying a kite in a field
368242,A small boy flying a lite in a big grassy field
425361,An individual is capture in the stillness of the picture
425361,A man sitting at a desk with food holding a wine glass
425361,A man who is holding a wine glass
425361,A young man that is having some wine and something to eat
425361,A man at an office desk drinking a glass of wine
488573,A cat on a city street with people
488573,A car drives under a red Asian archway
488573,A car is passing under an Asian styled red arch
488573,The arches in an Asian city are painted bright red
488573,An intersection shows  an expanse of empty road and then a car coming out from under a large arch that looks like a giant Chinese letter and stands between two buildings that stand at the forefront of am open walled walkway and retail venues
345125,A woman in pink coat and sunglasses talking on a phone
345125,A woman wearing sunglasses talking on a cell phone
345125,A young lady with a silly face is on her phone
345125,A woman wearing sunglasses talking on the telephone
345125,A woman wearing a pink jacket and talking on a phone
185546,A bathroom with a white toilet underneath a window
185546,View of a bathroom vanity looking into a separate room with a toilet and window
185546,"This bathroom contains a toilet, sink, and window"
185546,A home bathroom with the sink in a separate room
185546,Clean bathroom painted in pink and white paint
547617,A young person running to return the tennis ball to their opponent
547617,The tennis player has just hit the ball with the tennis racket
547617,A tennis player playing in a match who has just hit the ball
547617,A professional tennis player off the ground having just hit the ball
547617,A man swinging a racket at a tennis ball
249295,A Roman number clock tower near a municipal building
249295,there is a clock that is at the top of this structure
249295,A brick clock tower in front of a building
249295,A clock tower sits near a building and flagpole
249295,A tower that has a clock on the top of it
33650,A bedroom area with a draped bed and a desk
33650,A double bed with a canopy next to a window
33650,"A bed with a canopy made of netting, tied back with ribbons"
33650,A fancy bed with curtains in an orange room
33650,A bed is shown with a canopy over it
356828,A computer keyboard sitting on top of a desk
356828,A computer keyboard on a wood topped desk
356828,An out of focus picture of a computer keyboard
356828,The computer keyboard is sitting on the table
356828,a keyboard is laying on a wood desk
515904,A bathroom with a large tub next to a sink
515904,A bathroom with large faux marble tiles and a built in bathtub
515904,a black bathroom in someones house with a tiny tub
515904,A bathroom laid in gray marble looks cold and uninviting
515904,Bathtub in a very fancy stone tiled bathroom
274947,two red shuttle buses riding down a street next to a blue pole
274947,The double decker bus drives next to a normal size bus
274947,A couple of red double decker buss on a street
274947,a double decker bus rides next to another bus
274947,two buses one regular the other double decker  on a city street
222343,a close up of a toilet with a poster on the wall
222343,A band poster is above a bathroom toilet
222343,A concert poster is hung above the toilet
222343,Someone posted a poster above a toilet in a public restroom
222343,Large poster on wall behind white commode in dark tiled bathroom
256470,A horse standing in the open field looking a the lake
256470,A horse looks away from the camera toward a lake
256470,A view from someone riding horseback in an open field with a pond on it
256470,A first-person view of riding a brown horse through a field
256470,"The view is from the back of a horse, riding in a dry, grassy field towards a pond on a sunny say"
406932,A dog hanging out of a side window on a car
406932,Dog looking out car window as reflected in side view mirror
406932,A dog with his head out of the window and tongue hanging as seen in a car mirror
406932,a dog look through a cars window
406932,A dog's reflection in a car door mirror
323507,a little vase of flowers that are yellow in a blue vase
323507,a close up of a vase with flowers in it on a wooden floor
323507,A blue vase filled with yellow tiny flowers
323507,Small yellow and orange flowers are arranged in a cobalt blue vase
323507,An opalescent blue vase holds a bouquet of flowers
168797,A man riding a skateboard on to of a wooden bench
168797,a man on a skate board does a trick on a bench
168797,A black and white photo of a person doing a skateboard trick
168797,a person jumping in the air on a skateboard
168797,The boy slides along the bench on his skateboard
4069,Black and white photo of two men riding bikes
4069,Two men are bicycling down a dirt road next to the woods
4069,A couple of people on some bikes riding
4069,Two people that are riding bikes on a path
4069,Two people riding on bicycles near a row of trees
235642,A herd of zebra standing next to each other on a grass field
235642,A group of zebras are standing in the grass
235642,A group of zebras standing in a field
235642,A herd of zebras is standing next to a wire fence
235642,a pack of 4 zebras standing by a fence in a field
117014,A snowboarder is in the middle of a jump through the air
117014,View from below of a person on snowboard in air against sky
117014,A person on a snowboard who is performing a jump
117014,A person performing a trick on a snowboard
117014,the person is on a snowboard flying over the mountain
75076,A wooden park bench sitting in the middle of a forest
75076,a wooden park bench under  colorful tree
75076,THERE IS A BENCH THAT IS ON THE LEAVES
75076,A park bench beneath a tree with red leaves
75076,Picture of a park bench surround by trees with coloring leaves
10707,A man standing in a living room holding a Nintendo Wii game controller
10707,Three people with cups on the couch and one with remote standing
10707,A man holding a motion controlled video game controller
10707,Man with video game controller in living room with onlooker seated nearby
10707,A man playing a video game while two men sit on a couch
424293,A red stop sign mounted on the side of a light pole
424293,A stop sign on a short light pole at an empty intersection
424293,A stop sign is on a short light pole in the middle of the street
424293,Stop sign on a lamp post on a Y section of road
424293,There is a stop sign on a street pole
432146,A person riding skis down a snow covered slope
432146,A man in a red jacket is skiing through the snow
432146,A skier skiing down a slope of fresh snow
432146,A person riding on ski's down a hill
432146,A skier is headed down a slope on his skis
64425,Traffic signals and sign on pole at roadway intersection
64425,A picture of a sign on a traffic light in front of trees
64425,A traffic light with a no turn sign on it
64425,A traffic light with a No Turn On Red sign under
64425,A set of two street lights with a no turn on red sign
26518,someone that is standing on top of a skateboard
26518,a person standing on a skate board on its side
26518,A man standing on top of a skateboard
26518,A person's feet on the side of an upended skateboard
26518,A person stands on the side of their longboard
322762,An elephant standing in the dry grass at the edge of water
322762,An elephant eats in the grass in his habitat
322762,An elephant drinking water on the edge of a body of water
322762,A single elephant standing next to a body of water drinking
322762,An elephant has it's trunk in it's mouth standing in the grass
552775,A man pokes his head in front of an oven open to baking cookies
552775,The man is close to an oven full of cookies that are being prepared
552775,an image of man baking goods in the oven
552775,a man standing by an oven while making some cookies
552775,A man standing by an oven with the door open
169250,"A simple apartment living area, with a couch and a television"
169250,This is a plain and small living room with a sofa and TV
169250,A couch sitting in front of a TV near a window
169250,"A small, curtained living room during the day"
169250,This simple living room has black furniture and a TV
354572,People sitting under an umbrella looking at the scenery
354572,A person with a colorful umbrella sits on a fountain
354572,A man with a colored umbrella sits on a monument
354572,A man sis on a public area while holding an umbrella
354572,This is a photo of two people sitting on the ledge of a piece of city artwork
179187,A sign posted on the side of a highway
179187,An empty freeway has very dark clouds overhead
179187,two signs on a pole a car a street and some buildings
179187,Black and white of highway with a gas pump sign and arrow on a pole and shopping buildings behind
179187,A long road surrounded by tall buildings and street signs
192554,"A sink, soap, toilet and a mirror"
192554,A urinal and sink are positioned side by side in a small public bathroom
192554,A white sink sitting next to a white urinal
192554,A bathroom sink with soap on it and a urinal beside it
192554,A small public restroom with a white sink and urinal
404642,there are two hot dogs on a paper plate with toppings
404642,A man is sitting down with two sandwiches in his lap
404642,A plate with food on it on a person's lap
404642,Two buns holds meat and coleslaw as the sit on white papers
404642,Two hot dogs topped with cole slaw sits on a paper plate
93437,A shot of an elderly man inside a kitchen
93437,An old man is wearing an odd hat
93437,An older man is wearing a funny hat in his dining room
93437,A man in a jacket and hat looks at the camera
93437,An old man standing in a kitchen posing for a picture
407646,A man playing tennis who is about to return a serve
407646,A tennis player sets his racket to hit the ball
407646,Tennis player swinging at tennis ball with racket
407646,The look on the tennis player's face telegraphs a  possible error
407646,A man on a tennis court who has just hit the tennis ball
87956,A man holding a surf board in his hands walking towards the beach
87956,A person with a surfboard on a beach
87956,A man with his surf board is approaching the water
87956,A man with a surfboard walking on a beach toward the water
87956,A lone man on a big empty beach with a surf board
342958,a surf board next to a table with chairs
342958,A yellow surf board sits on a balcony overlooking the ocean
342958,A surfboard that is leaning against a rail
342958,A yellow surfboard sitting on top of a wooden deck
342958,A surf board and a boogie board are behind a table on a deck over looking the beach
90366,A dog sitting on the grass looking at a fake cow that is lit up at night
90366,A dog looking at a statue of a cow
90366,A dog sitting in the grass watching a cow
90366,A black and white cow is looking through a fence
90366,A dog faces a light up cow ornament
306437,A man riding a skateboard up a flight of steps
306437,A boy doing a stunt on a skateboard
306437,A guy on a skateboard grinding on a short concrete platform
306437,A skateboarder tips his board up against the base of a sculpture
306437,The man is practicing his moves on his skateboard
200058,A person on a snowboard in the snow
200058,A snowboarder stands with one foot in the bindings on a snowy slope
200058,A woman standing next to a snow board on a snow covered slope
200058,a person riding a snow boad on a snowy surface
200058,A person standing on the snowboard on top of the snow
540775,A person holding a tennis racquet by a tennis court
540775,a tennis player with her hand near her head holding a tennis racket
540775,A tennis player makes a funny gesture after a play
540775,Male tennis player with flattened hand raised above head
540775,A tennis player questioning the call of an umpire
154830,Car waits as person on bike crosses the road
154830,A four lane street in the suburbs
154830,A bicyclist crossing the street as a car waits to turn
154830,A man with a backpack riding a bicycle by a traffic light
154830,A full view of a suburban city with people
34657,A group of guys on a couch watching tv
34657,Three men sitting on a couch next to each other
34657,Three guys sitting on the couch watching some television
34657,an image of three men sitting on the couch watching tv
34657,Three guys on a couch playing a video game
338847,A young girl wearing a red tie is adjusting her glasses
338847,A person with glasses and a tie in a room
338847,a woman wearing glasses a shirt and tie
338847,The man wearing a red tie is standing near an animal's plastic house
338847,The man in the red tie is putting on his glasses
519094,A grey and white cat next to a blanket and shelf with blue bottle
519094,Cat laying on pillow next to glass bottle
519094,The cat could be yawning or could be screaming
519094,The cat is angry while sitting on top of a pillow
519094,a cat is yawning while it sits inside the house
193021,A hall way with family photos on the wall leading to a kitchen and dining area with wood floors
193021,A kitchen with wood floors and wood cabinets
193021,"A fully furnished apartment with photos, a table, and a bookshelf amongst other things"
193021,There is a table and chairs in the middle of a kitchen
193021,The kitchen and dining room of a house
499989,Giraffe in its natural habitat snacking on a tree
499989,a giraffe grazing in the wild eating from a tree
499989,A large giraffe standing in a dry brush field
499989,an image of a giraffe among trees looking back
499989,A giraffe standing near a tree in a grassy area
35807,An elephant walking behind a man in a park
35807,an elephant walking on a paved path with trees in the background
35807,A person with an elephant following walking down a path
35807,an elephant walking behind a person on an asphalt pavement next to grass
35807,A person in a raincoat walks an elephant through a park
391255,A young woman with a sword standing next to a man over an orange cake
391255,A woman and man stand next to each other with a sword
391255,a man and a woman are holding a sword near a cake
391255,The two people are holding a sward to cut a cake
391255,This is a picture of husband and wife cutting a cake
